,0,1,2,3
0,-1.9575987598146483,-0.5008601631687015,-0.9845279006508129,0.9093755285818748
1,0.5150844862740624,-0.5818820977080169,-0.9924581355836604,0.09752163137689632
2,2.223859339497657,-0.1873427047681286,-0.8186713533602744,-0.2223771516503441
3,1.389072204876688,1.8345431532828398,-0.6992817486242969,-0.21306499625683015
4,-0.7931762455319108,-0.7715141875916576,0.8682471646591222,0.6065625138782028
5,1.6290913610038686,-0.29995872174575594,-0.5735013324758573,0.5979310757325214
6,0.7553385575656154,1.1701550394091156,-1.0054691534779363,-0.2667982554540486
7,1.2555739074057266,-0.04518559601487832,-0.5143927332700055,0.8741178571876311
8,-0.15262015841937146,-0.2700298481540204,-1.0897897502884586,-0.047186096604865245
9,0.31535387364041645,-0.5931765084324278,0.2557082764319017,-1.016147792159282
10,1.4778894243844523,-0.20195182276920723,-0.5500464443325045,0.6792868618266596
11,0.7760599562322499,1.7378363522035736,0.4560179102768915,-1.5241045743326291
12,1.241180521365311,0.15444658074773926,-1.3928924025410965,-1.2560784321732907
13,-1.0645557107962,0.348345441717248,1.7669877303206238,-0.6973103923638251
14,-1.0760680829125813,-0.2422964494751939,-0.9913134698496571,0.7209020177977533
15,-2.0895806634247514,-0.33593002535597616,0.46226154746941844,0.4233948647560023
16,1.1588008838926842,0.46293156229870885,2.3113024712369783,-0.8012665095092003
17,-0.8050937338740247,-0.8961034426557954,-1.3284278770624487,-0.48391430624586657
18,3.3236257411369716,-0.7621033008858542,-0.9149061748427492,-0.8203881008714548
19,-0.5344978847077616,1.9012700559343982,-0.8765113315208831,0.715494410396971
20,-0.21852105473927932,-0.7730845543686701,-1.05967999226014,-0.08494961997295399
21,-0.7789541329213944,2.8288552236255455,1.6776001931383748,-1.8083695497102565
22,-0.08976953702220133,-0.6504301331330781,0.6764945540977665,0.005825287760389729
23,-0.8446645020499709,-1.0425666541020961,-1.016125407054034,0.2900899499890503
24,0.5717177635408676,1.9884010714005456,1.0735393844783148,0.1695666890157119
25,-0.018264980960801504,2.015190525083709,-0.9218088300244293,0.03919614085900276
